Player Id,Competition,Opponent Id,Game Id,Game Result,Set,Half,Set Result,Throws,Blocked,Dodged,Caught Out,Hit But Caught,Offensive Outs,Defensive Outs,Total Outs,Total On Target,Defensive Catch,Defensive Block,Defensive Dodge,Deflected Catch,Dropped Catch,Hit & Caught,Hit Out Off,Hit Out Def,Line Out,Time on Court,Total Time,Hit Out Total,Thrown At Total,Total Offense Outs,Total Defense Outs,
N,D4,3,3,W,9,2,W,1,1,,,,,,0,1,,,,,,,,,1,22,507,0,0,0,0,
S,D4,3,3,W,9,2,W,3,,2,,,,,0,2,,,,,,,,1,,257,507,1,1,0,1,
M,D4,4,4,W,1,1,W,2,,,,,1,,1,1,,,1,,,,,,,185,185,0,1,1,0,
J,D4,4,4,W,1,1,W,2,,,,,,1,1,1,,2,,,,,,,,185,185,0,2,0,1,
P,D4,4,4,W,1,1,W,5,1,,,,1,,1,2,,,1,,,,,,,185,185,0,1,1,0,
As,D4,4,4,W,1,1,W,,,,,,,,0,0,,,1,,,,,,,185,185,0,1,0,0,
N,D4,4,4,W,1,1,W,6,3,,,,1,1,2,5,,3,1,,,,1,,,181,185,1,5,2,1,
S,D4,4,4,W,1,1,W,2,,1,,,,,0,1,,,,,,,,,,185,185,0,0,0,0,
M,D4,4,4,W,2,1,W,7,2,1,,,1,1,2,5,,1,2,,,,,,,218,218,0,3,1,1,
J,D4,4,4,W,2,1,W,4,,,,,1,1,2,2,,2,3,,,,,,,218,218,0,5,1,1,
P,D4,4,4,W,2,1,W,4,,3,,,1,,1,4,,,2,,,,,,,218,218,0,2,1,0,
As,D4,4,4,W,2,1,W,1,,,,,,,0,0,,,,,,,1,,,98,218,1,1,1,0,
N,D4,4,4,W,2,1,W,3,,,,,,1,1,1,,,2,,,,,1,,102,218,1,3,0,2,
S,D4,4,4,W,2,1,W,1,,1,,,,,0,1,,,1,,,,1,,,46,218,1,2,1,0,
M,D4,4,4,W,3,1,L,2,,1,,,,,0,1,,2,5,,,,,1,,127,145,1,8,0,1,
J,D4,4,4,W,3,1,L,2,,,,,,,0,0,,,1,,,,1,,,140,145,1,2,1,0,
P,D4,4,4,W,3,1,L,2,,1,,,1,,1,2,,,2,,,,1,,,68,145,1,3,2,0,
As,D4,4,4,W,3,1,L,,,,,,,,0,0,,,1,,,,,1,,84,145,1,2,0,1,
N,D4,4,4,W,3,1,L,2,,,,,,1,1,1,,,1,,,,,1,,42,145,1,2,0,2,
S,D4,4,4,W,3,1,L,6,1,2,,,2,,2,5,,,1,,,,1,,,145,145,1,2,3,0,
M,D4,4,4,W,4,1,L,1,,1,,,,,0,1,,1,,,,,1,,,49,222,1,2,1,0,
J,D4,4,4,W,4,1,L,10,1,,,,,4,4,5,,,1,,,,,1,,222,222,1,2,0,5,
P,D4,4,4,W,4,1,L,6,,,,,1,,1,1,,1,1,,,,1,,,146,222,1,3,2,0,
As,D4,4,4,W,4,1,L,,,,,,,,0,0,,,,,,,1,,,31,222,1,1,1,0,
N,D4,4,4,W,4,1,L,,,,,,,,0,0,,,,,,,,1,,5,222,1,1,0,1,
S,D4,4,4,W,4,1,L,4,1,1,,,,,0,2,,1,2,,,,1,,,213,222,1,4,1,0,
M,D4,4,4,W,5,1,W,9,1,1,,,1,1,2,4,,,6,,,,,,,231,231,0,6,1,1,
J,D4,4,4,W,5,1,W,6,1,1,,,,1,1,3,,,1,,,,,,,231,231,0,1,0,1,
P,D4,4,4,W,5,1,W,1,,,1,,,,0,1,,,,,,,,,,26,231,0,0,0,0,
As,D4,4,4,W,5,1,W,7,1,2,,,1,3,4,7,,,3,,,,,,,231,231,0,3,1,3,
N,D4,4,4,W,5,1,W,1,,1,,,,,0,1,,1,1,,,,,1,,56,231,1,3,0,1,
S,D4,4,4,W,5,1,W,,,,,,,,0,0,,,2,,,,1,,,112,231,1,3,1,0,
M,D4,4,4,W,6,2,L,1,1,,,,,,0,1,,,,,,,,1,,7,126,1,1,0,1,
J,D4,4,4,W,6,2,L,,,,,,,,0,0,,,,,,,1,,,16,126,1,1,1,0,
P,D4,4,4,W,6,2,L,6,,1,,,2,,2,3,,,3,,,,,1,,90,126,1,4,2,1,
As,D4,4,4,W,6,2,L,1,,,,,,,0,0,,,1,,,,,1,,52,126,1,2,0,1,
N,D4,4,4,W,6,2,L,,,,,,,,0,0,,,,,,,,1,,7,126,1,1,0,1,
S,D4,4,4,W,6,2,L,8,2,2,,,2,,2,6,,,,,,,,1,,126,126,1,1,2,1,
M,D4,4,4,W,7,2,L,2,,,,,,,0,0,,,,,,,1,,,37,197,1,1,1,0,
J,D4,4,4,W,7,2,L,4,,2,,,,1,1,3,,,1,,,,,1,,127,197,1,2,0,2,
P,D4,4,4,W,7,2,L,10,,3,,,1,,1,4,,1,2,,,,,1,,197,197,1,4,1,1,
As,D4,4,4,W,7,2,L,2,1,,,,,,0,1,,,,,,,1,,,56,197,1,1,1,0,
N,D4,4,4,W,7,2,L,1,,,,,,1,1,1,,1,1,,,,,1,,41,197,1,3,0,2,
S,D4,4,4,W,7,2,L,6,,1,,1,,,0,2,,1,3,,,,,,,158,197,0,4,0,0,
M,D4,4,4,W,8,2,W,5,1,1,,,,2,2,4,,,,,,,,1,,144,164,1,1,0,3,
J,D4,4,4,W,8,2,W,5,1,,,,1,,1,2,,,2,,,,,,,164,164,0,2,1,0,
P,D4,4,4,W,8,2,W,1,,,1,,,,0,1,,,,,,,,,,43,164,0,0,0,0,
As,D4,4,4,W,8,2,W,7,,2,,,3,,3,5,,,1,,,,,,,164,164,0,1,3,0,
N,D4,4,4,W,8,2,W,,,,,,,,0,0,,,,,,,1,,,40,164,1,1,1,0,
S,D4,4,4,W,8,2,W,1,,,,,,,0,0,,,1,,,,1,,,147,164,1,2,1,0,
M,D4,4,4,W,9,2,W,9,2,3,,,1,1,2,7,,2,,,,,,,,193,193,0,2,1,1,
J,D4,4,4,W,9,2,W,3,,1,,,1,,1,2,,,1,,,,1,,,118,193,1,2,2,0,
P,D4,4,4,W,9,2,W,7,1,2,,,1,1,2,5,,,,,,,,,,193,193,0,0,1,1,
As,D4,4,4,W,9,2,W,3,2,1,,,,,0,3,,,1,,,,,,,193,193,0,1,0,0,
N,D4,4,4,W,9,2,W,1,,,,,1,,1,1,,,,,,,,1,,24,193,1,1,1,1,
S,D4,4,4,W,9,2,W,,,,,,,,0,0,,,1,,,,1,,,122,193,1,2,1,0,
M,D4,4,4,W,10,2,W,5,1,1,,,,2,2,4,,1,1,,,,,,,86,86,0,2,0,2,
J,D4,4,4,W,10,2,W,1,,,,,1,,1,1,,,,,,,,,,86,86,0,0,1,0,
P,D4,4,4,W,10,2,W,3,,2,,,1,,1,3,,,1,,,,,1,,68,86,1,2,1,1,
As,D4,4,4,W,10,2,W,2,,2,,,,,0,2,,,,,,,,,,86,86,0,0,0,0,
N,D4,4,4,W,10,2,W,3,,1,,,1,1,2,3,,1,,,,,,1,,18,86,1,2,1,2,
S,D4,4,4,W,10,2,W,,,,,,,,0,0,,,,,,,,1,,68,86,1,1,0,1,
M,D4,5,5,W,1,1,L,,,,,,,,0,0,,,,,,,1,,,20,134,1,1,1,0,
J,D4,5,5,W,1,1,L,11,3,1,,,,4,4,8,,,4,,,,,1,,134,134,1,5,0,5,
As,D4,5,5,W,1,1,L,3,,,1,,,,0,1,,,1,,,,,,,86,134,0,1,0,0,
M,D4,5,5,W,2,1,W,5,,3,,,,,0,3,,1,1,,,,,1,,158,261,1,3,0,1,
J,D4,5,5,W,2,1,W,7,1,,,,2,,2,3,,,2,,,,,1,,161,261,1,3,2,1,
As,D4,5,5,W,2,1,W,15,1,5,1,,1,2,3,10,1,,8,,,,,,,256,261,0,9,1,2,
M,D4,5,5,W,3,1,W,7,,1,,,3,,3,4,1,,4,,,,,,,124,124,0,5,3,0,
J,D4,5,5,W,3,1,W,7,,3,,,,,0,3,,1,,,,,,,,124,124,0,1,0,0,
As,D4,5,5,W,3,1,W,5,1,2,,,,,0,3,1,,2,,,,,,,124,124,0,3,0,0,
M,D4,5,5,W,4,1,W,10,1,4,,,2,1,3,8,1,4,1,,,,,,,129,129,0,6,2,1,
J,D4,5,5,W,4,1,W,,,,,,,,0,0,,,,,,,1,,,37,129,1,1,1,0,
As,D4,5,5,W,4,1,W,4,1,,1,,2,,2,4,,,,,,,,,,37,129,0,0,2,0,
M,D4,5,5,W,5,1,W,3,1,,,,,2,2,3,,,4,,,,,,,120,120,0,4,0,2,
J,D4,5,5,W,5,1,W,5,2,,,,,,0,2,,1,1,,,,,,,120,120,0,2,0,0,
As,D4,5,5,W,5,1,W,7,2,,,,2,,2,4,1,,2,,,,,,,120,120,0,3,2,0,
M,D4,5,5,W,6,1,W,9,,2,,,1,1,2,4,2,2,2,,,,,,,192,192,0,6,1,1,
J,D4,5,5,W,6,1,W,4,1,1,,,,,0,2,,,1,,,,1,,,104,192,1,2,1,0,
As,D4,5,5,W,6,1,W,6,1,1,,,1,,1,3,,,1,,,,,,,192,192,0,1,1,0,
M,D4,5,5,W,7,2,L,8,,2,,,2,,2,4,1,1,8,,,,,,1,237,237,0,10,2,0,
J,D4,5,5,W,7,2,L,9,1,3,,,1,,1,5,,,6,,,,1,,,182,237,1,7,2,0,
As,D4,5,5,W,7,2,L,4,1,3,1,,,,0,5,,,,,,,,,,169,237,0,0,0,0,
M,D4,5,5,W,8,2,W,6,2,,,,1,1,2,4,,,5,,,,,,,145,145,0,5,1,1,
J,D4,5,5,W,8,2,W,5,1,1,,,2,,2,4,,,1,,,,,1,,78,145,1,2,2,1,
As,D4,5,5,W,8,2,W,3,,2,,,,1,1,3,,,2,,,,,1,,128,145,1,3,0,2,
M,D4,5,5,W,9,2,W,5,1,1,1,,1,1,2,5,,,,,,,,,,132,150,0,0,1,1,
J,D4,5,5,W,9,2,W,6,1,,,,2,1,3,4,,1,4,,,,1,,,120,150,1,6,3,1,
As,D4,5,5,W,9,2,W,6,1,5,,,,,0,6,1,,2,,,,,,,150,150,0,3,0,0,
M,D4,5,5,W,10,2,L,5,,3,,,,1,1,4,,1,1,,,,1,,,151,219,1,3,1,1,
J,D4,5,5,W,10,2,L,16,1,1,,,4,,4,6,,1,2,,,,,1,,219,219,1,4,4,1,
As,D4,5,5,W,10,2,L,6,2,1,1,,,1,1,5,,,1,,,,,,,141,219,0,1,0,1,
M,D4,4,6,W,1,1,W,10,3,5,,,,1,1,9,,,5,,,,,1,,269,344,1,6,0,2,
N,D4,4,6,W,1,1,W,6,2,1,,,,1,1,4,,1,2,,,,1,1,,169,344,2,5,1,2,
J,D4,4,6,W,1,1,W,1,,,,,,,0,0,,,4,,,,1,,,168,344,1,5,1,0,
As,D4,4,6,W,1,1,W,7,,2,,,,3,3,5,,,8,,,,1,,,250,344,1,9,1,3,
S,D4,4,6,W,1,1,W,5,1,3,,,,,0,4,1,1,2,,,,1,,,168,344,1,5,1,0,
M,D4,4,6,W,2,1,W,9,2,3,,,,1,1,6,,,1,,,,,,,192,192,0,1,0,1,
N,D4,4,6,W,2,1,W,5,1,1,,,,2,2,4,,2,1,,,,,,,192,192,0,3,0,2,
J,D4,4,6,W,2,1,W,,,,,,,,0,0,,,1,,,,1,,,62,192,1,2,1,0,
As,D4,4,6,W,2,1,W,2,1,,,,1,,1,2,,,2,,,,,,,192,192,0,2,1,0,
S,D4,4,6,W,2,1,W,1,,,,,1,,1,1,,,2,,,,,,,192,192,0,2,1,0,
M,D4,4,6,W,3,1,L,2,,1,,,,1,1,2,,,3,,,,1,,,68,151,1,4,1,1,
N,D4,4,6,W,3,1,L,,,,,,,,0,0,,,,,,,,1,,5,151,1,1,0,1,
J,D4,4,6,W,3,1,L,1,,,,,,,0,0,,,1,,,,1,,,55,151,1,2,1,0,
As,D4,4,6,W,3,1,L,6,5,,,,,,0,5,,,3,,,,,1,,151,151,1,4,0,1,
S,D4,4,6,W,3,1,L,1,,,1,,,,0,1,,,,,,,,,,21,151,0,0,0,0,
M,D4,4,6,W,4,1,W,4,1,2,1,,,,0,4,,,,,,,,,,52,256,0,0,0,0,
N,D4,4,6,W,4,1,W,9,1,2,,,,2,2,5,,4,5,,,,1,,,221,256,1,10,1,2,
J,D4,4,6,W,4,1,W,,,,,,,,0,0,,,,,,,1,,,50,256,1,1,1,0,
As,D4,4,6,W,4,1,W,8,2,2,,,1,3,4,8,,,5,,,,,,,256,256,0,5,1,3,
S,D4,4,6,W,4,1,W,4,,,1,,,1,1,2,,,3,,,,,,,153,256,0,3,0,1,
M,D4,4,6,W,5,2,W,8,,2,,,2,3,5,7,,,2,,,,,,,147,147,0,2,2,3,
N,D4,4,6,W,5,2,W,3,,2,,,1,,1,3,,,,,,,,1,,55,147,1,1,1,1,
J,D4,4,6,W,5,2,W,,,,,,,,0,0,,,2,,,,1,,,73,147,1,3,1,0,
As,D4,4,6,W,5,2,W,1,,1,,,,,0,1,,,1,,,,,1,,123,147,1,2,0,1,
S,D4,4,6,W,5,2,W,2,,1,,,,,0,1,,,1,,,,,1,,123,147,1,2,0,1,
M,D4,4,6,W,6,2,W,10,3,2,,,,2,2,7,,,2,,,,,,,206,206,0,2,0,2,
N,D4,4,6,W,6,2,W,6,1,3,,,,1,1,5,,1,,,,,,1,,128,206,1,2,0,2,
J,D4,4,6,W,6,2,W,1,,,,,,,0,0,,,1,,,,,1,,168,206,1,2,0,1,
As,D4,4,6,W,6,2,W,3,,1,,,1,1,2,3,,,,,,,,,,206,206,0,0,1,1,
S,D4,4,6,W,6,2,W,2,,1,,,1,,1,2,,2,,,,,,1,,190,206,1,3,1,1,
M,D4,4,6,W,7,2,L,6,,,1,,1,,1,2,,,3,,,,,,,152,154,0,3,1,0,
N,D4,4,6,W,7,2,L,2,,1,,,,,0,1,,,1,,,,,1,,54,154,1,2,0,1,
J,D4,4,6,W,7,2,L,1,,,,,1,,1,1,,,,,,,1,,,103,154,1,1,2,0,
As,D4,4,6,W,7,2,L,4,,3,,,1,,1,4,,,1,,,,,1,,154,154,1,2,1,1,
S,D4,4,6,W,7,2,L,4,,1,,,,,0,1,,,2,,,,,1,,125,154,1,3,0,1,
M,D4,4,6,W,8,2,W,11,2,4,,,1,2,3,9,,1,2,,,,,,,195,195,0,3,1,2,
N,D4,4,6,W,8,2,W,1,,,1,,,,0,1,,,,,,,,,,36,195,0,0,0,0,
J,D4,4,6,W,8,2,W,6,1,3,,,,,0,4,,1,3,,,,,,,195,195,0,4,0,0,
As,D4,4,6,W,8,2,W,8,,3,,,2,1,3,6,,,2,,,,1,,,172,195,1,3,3,1,
S,D4,4,6,W,8,2,W,,,,,,,,0,0,,,,,,,,1,,47,195,1,1,0,1,
M,D4,4,6,W,9,2,W,1,,,,,,1,1,1,,,,,,,,1,,7,59,1,1,0,2,
N,D4,4,6,W,9,2,W,,,,,,,,0,0,,,,,,,1,,,19,59,1,1,1,0,
J,D4,4,6,W,9,2,W,3,,1,,,1,,1,2,,,,,,,,1,,59,59,1,1,1,1,
As,D4,4,6,W,9,2,W,1,,1,,,,,0,1,,,,,,,,1,,56,59,1,1,0,1,
S,D4,4,6,W,9,2,W,3,,,,,,,0,0,,,,,,,,1,,50,59,1,1,0,1,
M,D4,3,7,L,1,1,L,3,1,1,,,,,0,2,,,1,,,,,1,,140,153,1,2,0,1,
N,D4,3,7,L,1,1,L,7,1,1,,,,,0,2,,2,4,,,,1,,,153,153,1,7,1,0,
S,D4,3,7,L,1,1,L,,,,,,,,0,0,,,,,,,1,,,53,153,1,1,1,0,
As,D4,3,7,L,1,1,L,1,,,,1,,,0,1,,,,,,,,,,67,153,0,0,0,0,
M,D4,3,7,L,2,1,W,1,,1,,,,,0,1,,,3,,,,1,,,103,163,1,4,1,0,
N,D4,3,7,L,2,1,W,2,,,,,1,,1,1,,,,,,,,1,,47,163,1,1,1,1,
S,D4,3,7,L,2,1,W,3,,,,,2,1,3,3,,3,1,,,,1,,,130,163,1,5,3,1,
As,D4,3,7,L,2,1,W,8,3,2,,,1,1,2,7,,,2,,,,,,,163,163,0,2,1,1,
M,D4,3,7,L,3,1,L,2,,1,,,,1,1,2,,,,,,,1,,,38,102,1,1,1,1,
N,D4,3,7,L,3,1,L,,,,,,,,0,0,,,,,,,,1,,4,102,1,1,0,1,
S,D4,3,7,L,3,1,L,6,3,1,,,,1,1,5,,,5,,,,,1,,102,102,1,6,0,2,
As,D4,3,7,L,3,1,L,,,,,,,,0,0,,,,,,,,1,,16,102,1,1,0,1,
M,D4,3,7,L,4,1,L,3,,2,,,,,0,2,,1,,,,,1,,,79,81,1,2,1,0,
N,D4,3,7,L,4,1,L,2,,,,,,1,1,1,,,1,,,,1,,,41,81,1,2,1,1,
S,D4,3,7,L,4,1,L,1,,1,,,,,0,1,,,2,,,,,1,,81,81,1,3,0,1,
As,D4,3,7,L,4,1,L,1,,,,,,,0,0,,,1,,,,1,,,63,81,1,2,1,0,
M,D4,3,7,L,5,1,W,6,1,,,,3,2,5,6,,,5,,,,,,,164,164,0,5,3,2,
N,D4,3,7,L,5,1,W,3,,1,1,,,,0,2,,,,,,,,,,86,164,0,0,0,0,
S,D4,3,7,L,5,1,W,,,,,,,,0,0,,,,,,,,1,,93,164,1,1,0,1,
As,D4,3,7,L,5,1,W,7,2,1,,,,2,2,5,,,1,,,,,,,164,164,0,1,0,2,
M,D4,3,7,L,6,1,W,4,1,,,,,2,2,3,,,,,,,,,,88,88,0,0,0,2,
N,D4,3,7,L,6,1,W,3,,,,,,3,3,3,,1,1,,,,,1,,50,88,1,3,0,4,
S,D4,3,7,L,6,1,W,2,,,,,,1,1,1,,,,,,,,,,88,88,0,0,0,1,
As,D4,3,7,L,6,1,W,2,1,,,,,,0,1,,,,,,,,1,,67,88,1,1,0,1,
M,D4,3,7,L,7,1,L,10,2,2,,,2,1,3,7,,,4,,,,1,,,151,151,1,5,3,1,
N,D4,3,7,L,7,1,L,4,1,,,,,,0,1,,1,2,,,,1,,,90,151,1,4,1,0,
S,D4,3,7,L,7,1,L,,,,,,,,0,0,,,,,,,1,,,7,151,1,1,1,0,
As,D4,3,7,L,7,1,L,1,,1,,,,,0,1,,,,,,,,1,,32,151,1,1,0,1,
M,D4,3,7,L,8,2,L,1,,,,,,,0,0,,,,,,,,1,,34,72,1,1,0,1,
N,D4,3,7,L,8,2,L,1,,1,,,,,0,1,,,,,,,,1,,34,72,1,1,0,1,
S,D4,3,7,L,8,2,L,2,1,1,,,,,0,2,,,2,,,,,1,,72,72,1,3,0,1,
As,D4,3,7,L,8,2,L,2,,,,,,1,1,1,,,1,,,,,1,,58,72,1,2,0,2,
M,D4,3,7,L,9,2,W,5,1,,,,,3,3,4,,1,2,,,,,,,142,142,0,3,0,3,
N,D4,3,7,L,9,2,W,2,1,,,,,,0,1,,1,,,,,1,,,110,142,1,2,1,0,
S,D4,3,7,L,9,2,W,,,,,,,,0,0,,,2,,,,1,,,33,142,1,3,1,0,
As,D4,3,7,L,9,2,W,6,1,2,,,3,,3,6,,,,,,,,,,142,142,0,0,3,0,
M,D4,3,7,L,10,2,L,5,1,2,,,1,,1,4,,2,2,,,,,1,,131,161,1,5,1,1,
N,D4,3,7,L,10,2,L,8,,1,,,,3,3,4,,1,3,,,,,1,,161,161,1,5,0,4,
S,D4,3,7,L,10,2,L,1,,,,,,,0,0,,,1,,,,1,,,50,161,1,2,1,0,
As,D4,3,7,L,10,2,L,1,,1,,,,,0,1,,,,,,,,,,81,161,0,0,0,0,
M,D4,3,7,L,11,2,W,5,,1,,,2,,2,3,,1,1,,,,,,,103,103,0,2,2,0,
N,D4,3,7,L,11,2,W,1,,,,,1,,1,1,1,,,,,,,1,,45,103,1,2,1,1,
S,D4,3,7,L,11,2,W,2,1,,,,,,0,1,,,1,,,,,,,103,103,0,1,0,0,
As,D4,3,7,L,11,2,W,4,,,,,1,1,2,2,,,2,,,,,,,103,103,0,2,1,1,
M,D4,3,7,L,12,2,L,2,,1,,,,1,1,2,,,1,,,,,,,28,84,0,1,0,1,
N,D4,3,7,L,12,2,L,1,,,,,,1,1,1,,,2,,,,,1,,10,84,1,3,0,2,
S,D4,3,7,L,12,2,L,6,,2,,,,3,3,5,,3,2,,,,,1,,84,84,1,6,0,4,
As,D4,3,7,L,12,2,L,1,,1,,,,,0,1,,,,,,,1,,,44,84,1,1,1,0,
M,D4,3,7,L,13,2,L,3,,1,,,1,1,2,3,,1,1,,,,1,,,89,158,1,3,2,1,
N,D4,3,7,L,13,2,L,2,,1,,,,1,1,2,,1,2,,,,,1,,40,158,1,4,0,2,
S,D4,3,7,L,13,2,L,,,,,,,,0,0,,,,,,,,1,,61,158,1,1,0,1,
As,D4,3,7,L,13,2,L,9,2,,,,1,1,2,4,,,5,,,,,1,,158,158,1,6,1,2,